feature	ham_probability	spam_probability
cxtd	2.1876328303309168e-07	5.541173132846301e-07
xviii	2.1876328303309168e-07	5.541173132846301e-07
bilaterally	8.750531321323667e-07	2.7705865664231505e-07
143709	8.750531321323667e-07	2.7705865664231505e-07
meatballs	4.3752656606618335e-07	2.7705865664231505e-07
scos	2.1876328303309168e-07	8.311759699269452e-07
isfahan	2.1876328303309168e-07	2.2164692531385204e-06
relieffresh	2.1876328303309168e-07	5.541173132846301e-07
optimizar	2.1876328303309168e-07	1.9394105964962054e-06
circa	2.4063961133640083e-06	2.2164692531385204e-06
jdqbyv	2.1876328303309168e-07	5.541173132846301e-07
lapelled	2.1876328303309168e-07	2.2164692531385204e-06
1257	2.1876328303309168e-07	5.541173132846301e-07
6348495	2.1876328303309168e-07	8.311759699269452e-07
8111	2.1876328303309168e-07	5.541173132846301e-07
pftdsdjfbr	2.1876328303309168e-07	5.541173132846301e-07
broughtbacchus	2.1876328303309168e-07	5.541173132846301e-07
doesn	0.00011747588298877022	8.865877012554082e-05
die	5.906608641893475e-06	9.142935669196396e-05
unsophisticated	2.1876328303309168e-07	5.541173132846301e-07
potempa	6.56289849099275e-07	2.7705865664231505e-07
seilbeschlaegen	2.1876328303309168e-07	5.541173132846301e-07
ptimo	2.1876328303309168e-07	5.541173132846301e-07
oxwq	2.1876328303309168e-07	5.541173132846301e-07
jbusci	2.1876328303309168e-07	5.541173132846301e-07
sultation	2.1876328303309168e-07	2.2164692531385204e-06
esprit	2.1876328303309168e-07	1.9394105964962054e-06
ghavami	6.56289849099275e-07	2.7705865664231505e-07
ohykuj	2.1876328303309168e-07	5.541173132846301e-07
repairman	2.1876328303309168e-07	1.1082346265692602e-06
36399	4.3752656606618335e-07	2.7705865664231505e-07
5956	6.56289849099275e-07	2.7705865664231505e-07
57065	6.56289849099275e-07	2.7705865664231505e-07
fxqvfrlbbr	2.1876328303309168e-07	5.541173132846301e-07
bjp	3.0626859624632834e-06	5.541173132846301e-07
goldfarb	6.56289849099275e-07	2.7705865664231505e-07
expexp	4.3752656606618335e-07	2.7705865664231505e-07
farriel	4.3752656606618335e-07	2.7705865664231505e-07
wiring	1.968869547297825e-06	4.987055819561671e-06
zgxnrpd	2.1876328303309168e-07	5.541173132846301e-07
rill	2.1876328303309168e-07	3.6017625363500957e-06
146404	2.1876328303309168e-07	8.311759699269452e-07
lpktcwcmvgtg	2.1876328303309168e-07	5.541173132846301e-07
ccdxrtlr	2.1876328303309168e-07	5.541173132846301e-07
amqhd	2.1876328303309168e-07	5.541173132846301e-07
newer	3.718975811562558e-06	2.2164692531385204e-06
customerco	4.3752656606618335e-07	2.7705865664231505e-07
copulate	2.1876328303309168e-07	8.311759699269452e-07
trtrtd	2.1876328303309168e-07	1.1636463578977233e-05
handheldmedr	2.1876328303309168e-07	8.311759699269452e-07
eco	1.7501062642647334e-06	9.142935669196397e-06
flexure	2.1876328303309168e-07	2.2164692531385204e-06
zxgwvpinorton	2.1876328303309168e-07	5.541173132846301e-07
watches	1.5313429812316417e-06	8.45028902759061e-05
okceofypm	2.1876328303309168e-07	5.541173132846301e-07
distanc	2.1876328303309168e-07	5.541173132846301e-07
semaphore	2.1876328303309168e-07	1.9394105964962054e-06
bookiyour	2.1876328303309168e-07	1.9394105964962054e-06
qid	2.1876328303309168e-07	5.541173132846301e-07
shasch	4.3752656606618335e-07	2.7705865664231505e-07
neiman	1.0938164151654583e-06	2.7705865664231505e-07
shipments	4.375265660661833e-06	3.878821192992411e-06
quadruple	6.56289849099275e-07	8.865877012554082e-06
topmargin	2.1876328303309168e-07	1.9394105964962054e-06
visitedbruce	2.1876328303309168e-07	5.541173132846301e-07
partern	2.1876328303309168e-07	5.541173132846301e-07
mcmurray	4.3752656606618335e-07	5.541173132846301e-07
kemallor	4.3752656606618335e-07	2.7705865664231505e-07
neighbouring	6.56289849099275e-07	4.155879849634726e-06
karkhanis	1.0938164151654583e-06	2.7705865664231505e-07
gorach	4.3752656606618335e-07	2.7705865664231505e-07
yieqeyee	2.1876328303309168e-07	5.541173132846301e-07
verpasst	2.1876328303309168e-07	8.311759699269452e-07
harddecision	2.1876328303309168e-07	8.311759699269452e-07
thylden	4.3752656606618335e-07	2.7705865664231505e-07
169471668	2.1876328303309168e-07	5.541173132846301e-07
reworked	1.5313429812316417e-06	2.7705865664231505e-07
clasps	2.1876328303309168e-07	1.9394105964962054e-06
ggtqgvmmpykgbwgf	2.1876328303309168e-07	5.541173132846301e-07
elias	1.0938164151654583e-06	1.3852932832115753e-06
59386	4.3752656606618335e-07	2.7705865664231505e-07
picazones	2.1876328303309168e-07	5.541173132846301e-07
thiscompany	2.1876328303309168e-07	5.541173132846301e-07
enactment	1.0938164151654583e-06	2.7705865664231505e-07
kttyo	2.1876328303309168e-07	5.541173132846301e-07
lzyusrvho	2.1876328303309168e-07	8.311759699269452e-07
betremovediplease	2.1876328303309168e-07	8.311759699269452e-07
inflame	6.56289849099275e-07	3.3247038797077806e-06
lid	1.0938164151654583e-06	2.7705865664231505e-06
entercon	4.3752656606618335e-07	2.7705865664231505e-07
typesetters	4.3752656606618335e-07	2.7705865664231505e-07
gqjtwmhqx	2.1876328303309168e-07	5.541173132846301e-07
watchfulness	2.1876328303309168e-07	5.541173132846301e-07
dominic	1.0938164151654583e-06	4.709997162919356e-06
homethere	2.1876328303309168e-07	5.541173132846301e-07
avenel	4.3752656606618335e-07	2.7705865664231505e-07
invest	3.193943932283138e-05	0.0001507199092134194
vnmxsx	2.1876328303309168e-07	5.541173132846301e-07
overvalued	5.2503187927942e-06	5.541173132846301e-07
yufbh	2.1876328303309168e-07	5.541173132846301e-07
vanderpoel	2.1876328303309168e-07	1.6623519398538903e-06
dilogarithm	2.1876328303309168e-07	1.9394105964962054e-06
letcha	4.3752656606618335e-07	2.7705865664231505e-07
narrate	2.1876328303309168e-07	1.3852932832115753e-06
ideogram	2.1876328303309168e-07	5.541173132846301e-07
5396	7.8754781891913e-06	2.7705865664231505e-07
histricos	2.1876328303309168e-07	8.311759699269452e-07
diprotodont	2.1876328303309168e-07	5.541173132846301e-07
disseminating	4.3752656606618335e-07	1.9394105964962054e-06
albernita	4.3752656606618335e-07	2.7705865664231505e-07
iuvtv	2.1876328303309168e-07	5.541173132846301e-07
brennan	2.4501487699706267e-05	3.0476452230654656e-06
fontine	2.1876328303309168e-07	1.3852932832115753e-06
hoppy	2.1876328303309168e-07	8.311759699269452e-07
superbsavvings	2.1876328303309168e-07	5.541173132846301e-07
lashed	8.750531321323667e-07	2.7705865664231505e-07
408	6.125371924926567e-06	3.0476452230654656e-06
rccvrdmy	2.1876328303309168e-07	5.541173132846301e-07
ccefyt	2.1876328303309168e-07	5.541173132846301e-07
breed	2.4063961133640083e-06	6.372349102773247e-06
saofely	2.1876328303309168e-07	5.541173132846301e-07
marital	6.56289849099275e-07	7.757642385984821e-06
dailyo	6.56289849099275e-07	2.7705865664231505e-07
wires	1.1375690717720767e-05	2.4935279097808355e-06
nlnorway	2.1876328303309168e-07	1.1082346265692602e-06
feminine	2.1876328303309168e-07	1.3852932832115753e-06
1521	1.5313429812316417e-06	2.7705865664231505e-07
csod	2.1876328303309168e-07	5.541173132846301e-07
prem	6.56289849099275e-07	1.3852932832115753e-06
efzdsj	2.1876328303309168e-07	5.541173132846301e-07
prefabricate	2.1876328303309168e-07	3.0476452230654656e-06
prescriptionldrug	2.1876328303309168e-07	5.541173132846301e-07
visitares	2.1876328303309168e-07	5.541173132846301e-07
unoitrfd	2.1876328303309168e-07	8.311759699269452e-07
504	8.313004755257484e-06	1.6623519398538903e-06
4410	2.1876328303309168e-07	3.0476452230654656e-06
wavescribe	2.1876328303309168e-07	5.8182317894886165e-06
holocaustplayboy	2.1876328303309168e-07	5.541173132846301e-07
susman	4.3752656606618335e-07	2.7705865664231505e-07
nkzyuvawh	2.1876328303309168e-07	5.541173132846301e-07
8230	2.1876328303309168e-07	5.541173132846301e-07
barbacue	2.1876328303309168e-07	5.541173132846301e-07
karush	4.3752656606618335e-07	2.7705865664231505e-07
overnighted	2.1876328303309168e-07	5.541173132846301e-07
urbanite	2.1876328303309168e-07	1.1082346265692602e-06
driveway	1.5313429812316417e-06	1.3852932832115753e-06
gilt	6.56289849099275e-07	2.7705865664231505e-06
smc	2.1876328303309168e-07	1.1082346265692602e-06
morestuff	2.1876328303309168e-07	1.3852932832115753e-06
8468	6.56289849099275e-07	2.7705865664231505e-07
xwh	2.1876328303309168e-07	5.541173132846301e-07
jif	2.1876328303309168e-07	8.311759699269452e-07
vcfyum	2.1876328303309168e-07	5.541173132846301e-07
choking	2.1876328303309168e-07	8.311759699269452e-07
jwspo	2.1876328303309168e-07	5.541173132846301e-07
452598	4.3752656606618335e-07	2.7705865664231505e-07
pesky	2.1876328303309168e-07	8.311759699269452e-07
quenet	6.56289849099275e-07	2.7705865664231505e-07
westwood	4.3752656606618335e-07	2.7705865664231505e-07
unicenter	2.1876328303309168e-07	5.541173132846301e-07
dbenefield	4.3752656606618335e-07	2.7705865664231505e-07
canopus	2.1876328303309168e-07	6.649407759415561e-06
unitrusinl	2.1876328303309168e-07	5.541173132846301e-07
xmg	2.1876328303309168e-07	5.541173132846301e-07
gall	4.3752656606618335e-07	3.6017625363500957e-06
edjihjem	2.1876328303309168e-07	8.311759699269452e-07
jvvhyz	2.1876328303309168e-07	5.541173132846301e-07
idznd	2.1876328303309168e-07	5.541173132846301e-07
amorrortu	2.1876328303309168e-07	1.9394105964962054e-06
2333	4.3752656606618335e-07	8.311759699269452e-07
ubertriebung	2.1876328303309168e-07	5.541173132846301e-07
otified	2.1876328303309168e-07	8.311759699269452e-07
szkolenie	6.56289849099275e-07	2.7705865664231505e-07
day	0.0009588394695340407	0.0006704819490744024
enlazar	2.1876328303309168e-07	5.541173132846301e-07
piosed	2.1876328303309168e-07	1.6623519398538903e-06
bedstead	2.1876328303309168e-07	5.541173132846301e-07
canadathis	2.1876328303309168e-07	8.311759699269452e-07
eger	2.1876328303309168e-07	8.311759699269452e-07
rebrand	4.3752656606618335e-07	2.7705865664231505e-07
towers	4.812792226728017e-06	4.432938506277041e-06
motown	1.5313429812316417e-06	2.7705865664231505e-07
staffingupdate	6.56289849099275e-07	2.7705865664231505e-07
importune	2.1876328303309168e-07	1.1082346265692602e-06
oahu	4.3752656606618335e-07	2.7705865664231505e-07
tantaluscharismatic	2.1876328303309168e-07	5.541173132846301e-07
jmorse	4.3752656606618335e-07	2.7705865664231505e-07
earthwork	2.1876328303309168e-07	5.541173132846301e-07
adarsh	1.31257969819855e-06	2.7705865664231505e-07
availible	2.1876328303309168e-07	8.311759699269452e-07
zixktku	2.1876328303309168e-07	5.541173132846301e-07
anet	4.3752656606618335e-07	2.7705865664231505e-07
bwood	8.750531321323667e-07	2.7705865664231505e-07
ergon	6.56289849099275e-07	2.7705865664231505e-07
sexcccy	2.1876328303309168e-07	8.311759699269452e-07
sykes	2.1876328303309168e-07	1.6623519398538903e-06
qsdcfwri	2.1876328303309168e-07	5.541173132846301e-07
administers	1.31257969819855e-06	1.9394105964962054e-06
dahanayake	8.750531321323667e-07	2.7705865664231505e-07
instabilities	2.1876328303309168e-07	5.541173132846301e-07
9677	4.3752656606618335e-07	2.7705865664231505e-07
prerequisites	1.0938164151654583e-06	2.7705865664231505e-07
jonquil	2.1876328303309168e-07	1.9394105964962054e-06
myriad	4.156502377628742e-06	3.0476452230654656e-06
konserten	2.1876328303309168e-07	5.541173132846301e-07
mailfrom	2.1876328303309168e-07	5.541173132846301e-07
lurches	2.1876328303309168e-07	5.541173132846301e-07
xfocwg	2.1876328303309168e-07	1.3852932832115753e-06
427981	2.1876328303309168e-07	5.541173132846301e-07
cwolf	4.3752656606618335e-07	2.7705865664231505e-07
nho	2.1876328303309168e-07	5.541173132846301e-07
bantam	2.1876328303309168e-07	4.155879849634726e-06
albion	4.3752656606618335e-07	5.541173132846301e-07
mishsy	2.1876328303309168e-07	5.541173132846301e-07
156071	4.594028943694925e-06	2.7705865664231505e-07
2628	6.56289849099275e-07	2.7705865664231505e-07
asthmaspecific	2.1876328303309168e-07	5.541173132846301e-07
consultancies	4.3752656606618335e-07	5.541173132846301e-07
jscb	2.1876328303309168e-07	5.541173132846301e-07
macros	1.5313429812316417e-06	2.2164692531385204e-06
proprietaryeuclid	2.1876328303309168e-07	5.541173132846301e-07
nowhere	3.500212528529467e-06	8.588818355911766e-06
uyop	2.1876328303309168e-07	5.541173132846301e-07
qwrmrwkk	2.1876328303309168e-07	5.541173132846301e-07
tbosw	2.1876328303309168e-07	8.311759699269452e-07
rechner	2.1876328303309168e-07	5.541173132846301e-07
puncture	2.1876328303309168e-07	1.3852932832115753e-06
activating	8.750531321323667e-07	8.311759699269452e-07
462490	8.750531321323667e-07	2.7705865664231505e-07
ishankar	2.1876328303309168e-07	5.541173132846301e-07
haeex	2.1876328303309168e-07	5.541173132846301e-07
cassady	2.8439226794301917e-06	2.7705865664231505e-07
quadrille	2.1876328303309168e-07	2.7705865664231505e-06
envoy	1.0938164151654583e-06	2.7705865664231505e-06
zlk	2.1876328303309168e-07	5.541173132846301e-07
ripping	6.56289849099275e-07	1.1082346265692602e-06
funtimezgirls	2.1876328303309168e-07	5.541173132846301e-07
kdhlzqugb	2.1876328303309168e-07	5.541173132846301e-07
ximamente	2.1876328303309168e-07	8.311759699269452e-07
dumps	1.0938164151654583e-06	1.3852932832115753e-06
presentaciones	2.1876328303309168e-07	1.1082346265692602e-06
antagonizes	2.1876328303309168e-07	5.541173132846301e-07
tine	4.3752656606618335e-07	8.311759699269452e-07
regulation	2.4063961133640083e-05	5.8182317894886165e-06
subscribtion	2.1876328303309168e-07	1.3852932832115753e-06
yanna	6.56289849099275e-07	2.7705865664231505e-07
exame	2.1876328303309168e-07	8.311759699269452e-07
zmi	2.1876328303309168e-07	5.541173132846301e-07
disgustedly	2.1876328303309168e-07	5.541173132846301e-07
ystem	2.1876328303309168e-07	8.311759699269452e-07
6301	6.56289849099275e-07	2.7705865664231505e-07
installments	8.750531321323667e-07	1.1082346265692602e-06
pnxry	2.1876328303309168e-07	8.311759699269452e-07
sirpo	8.750531321323667e-07	2.7705865664231505e-07
blaming	2.8439226794301917e-06	2.2164692531385204e-06
michioku	2.1876328303309166e-06	2.7705865664231505e-07
ramove	2.1876328303309168e-07	5.541173132846301e-07
extemporaneous	2.1876328303309168e-07	1.9394105964962054e-06
zahlt	2.1876328303309168e-07	8.311759699269452e-07
solucion	2.1876328303309168e-07	8.311759699269452e-07
trochesset	4.3752656606618335e-07	2.7705865664231505e-07
verstorben	2.1876328303309168e-07	5.541173132846301e-07
loteria	2.1876328303309168e-07	3.878821192992411e-06
pusan	2.1876328303309168e-07	8.311759699269452e-07
77339	8.750531321323667e-07	2.7705865664231505e-07
ghastlyauto	2.1876328303309168e-07	5.541173132846301e-07
xx	2.7345410379136458e-05	1.0251170295765657e-05
mxr	2.1876328303309168e-07	8.311759699269452e-07
iike	2.1876328303309168e-07	2.2164692531385204e-06
ebv	2.1876328303309168e-07	5.541173132846301e-07
brother	7.000425057058934e-06	4.432938506277041e-05
sealskin	2.1876328303309168e-07	5.541173132846301e-07
grammarian	2.1876328303309168e-07	1.9394105964962054e-06
laddie	2.1876328303309168e-07	2.2164692531385204e-06
manufactor	2.1876328303309168e-07	5.541173132846301e-07
fayad	2.1876328303309168e-07	1.3852932832115753e-06
kysrtfqrt	2.1876328303309168e-07	5.541173132846301e-07
cj	8.750531321323667e-07	4.709997162919356e-06
53	9.538079140242796e-05	2.3827044471239094e-05
analizy	1.31257969819855e-06	2.7705865664231505e-07
gruff	2.1876328303309168e-07	1.3852932832115753e-06
indirectly	7.437951623125116e-06	2.2164692531385204e-06
uprisen	2.1876328303309168e-07	5.541173132846301e-07
mesh	1.5313429812316417e-06	5.541173132846301e-06
mechanist	2.1876328303309168e-07	1.1082346265692602e-06
shoppes	2.1876328303309168e-07	8.034701042627137e-06
dina	4.594028943694925e-06	1.6623519398538903e-06
unsuitable	2.1876328303309168e-07	3.3801156110362434e-05
rmmeeerb	2.1876328303309168e-07	5.541173132846301e-07
disadvantage	3.500212528529467e-06	1.6623519398538903e-06
12345	2.1876328303309168e-07	5.541173132846301e-07
boob	2.1876328303309168e-07	8.311759699269452e-07
skygen	2.4063961133640083e-06	2.7705865664231505e-07
slogan	2.1876328303309168e-07	3.3247038797077806e-06
christlike	2.1876328303309168e-07	1.9394105964962054e-06
races	4.3752656606618335e-07	2.7705865664231505e-07
quedan	2.1876328303309168e-07	8.311759699269452e-07
jardins	2.1876328303309168e-07	5.541173132846301e-07
underkill	6.56289849099275e-07	2.7705865664231505e-07
wcspyptdr	2.1876328303309168e-07	5.541173132846301e-07
churchillian	2.1876328303309168e-07	4.432938506277041e-06
cotejo	2.1876328303309168e-07	1.3852932832115753e-06
meeste	2.1876328303309168e-07	5.541173132846301e-07
katheryn	4.3752656606618335e-07	2.7705865664231505e-07
softwindows	2.1876328303309168e-07	1.3852932832115753e-06
independente	2.1876328303309168e-07	5.541173132846301e-07
otiose	2.1876328303309168e-07	1.3852932832115753e-06
fibration	2.1876328303309168e-07	1.6623519398538903e-06
aclzgw	2.1876328303309168e-07	5.541173132846301e-07
978	3.281449245496375e-06	3.3247038797077806e-06
fsatvyy	2.1876328303309168e-07	8.311759699269452e-07
14031399	4.3752656606618335e-07	2.7705865664231505e-07
2001121308	4.3752656606618335e-07	2.7705865664231505e-07
dty	2.1876328303309168e-07	5.541173132846301e-07
edhkvedb	2.1876328303309168e-07	5.541173132846301e-07
freetown	2.1876328303309168e-07	5.264114476203986e-06
prion	2.1876328303309168e-07	8.311759699269452e-07
0009249481	2.1876328303309168e-07	8.311759699269452e-07
huntemail	2.1876328303309168e-07	8.311759699269452e-07
yritgexqc	2.1876328303309168e-07	5.541173132846301e-07
quieres	2.1876328303309168e-07	3.0476452230654656e-06
alcatel	1.7501062642647334e-06	5.541173132846301e-07
kzsvs	2.1876328303309168e-07	5.541173132846301e-07
biannual	4.3752656606618335e-07	2.7705865664231505e-07
derations	1.0938164151654583e-06	2.7705865664231505e-07
zaccour	8.750531321323667e-07	2.7705865664231505e-07
ftab	2.1876328303309168e-07	8.311759699269452e-07
7803	4.3752656606618335e-07	2.7705865664231505e-07
authenticated	2.1876328303309168e-07	3.0476452230654655e-05
tornado	6.56289849099275e-07	1.9394105964962054e-06
telefoniczne	4.3752656606618335e-07	2.7705865664231505e-07
mxservers	2.1876328303309168e-07	1.9394105964962054e-06
timmer	2.1876328303309168e-07	1.1082346265692602e-06
howls	4.3752656606618335e-07	2.7705865664231505e-07
tkpcjg	2.1876328303309168e-07	5.541173132846301e-07
beispielsweise	2.1876328303309168e-07	1.1082346265692602e-06
allegrettos	2.1876328303309168e-07	5.541173132846301e-07
matth	2.1876328303309168e-07	8.311759699269452e-07
minoulooney	2.1876328303309168e-07	5.541173132846301e-07
slightlymore	2.1876328303309168e-07	5.541173132846301e-07
36832	6.56289849099275e-07	2.7705865664231505e-07
ramiro	4.3752656606618335e-07	2.7705865664231505e-07
seer	2.1876328303309168e-07	5.541173132846301e-07
continualiy	2.1876328303309168e-07	5.541173132846301e-07
weaponries	2.1876328303309168e-07	1.6623519398538903e-06
headsquare	2.1876328303309168e-07	5.541173132846301e-07
reclutar	2.1876328303309168e-07	5.541173132846301e-07
itcdgt	2.1876328303309168e-07	8.311759699269452e-07
kostet	2.1876328303309168e-07	8.311759699269452e-07
5461	6.56289849099275e-07	2.7705865664231505e-07
4657	4.3752656606618335e-07	1.1082346265692602e-06
scs	1.968869547297825e-06	1.9394105964962054e-06
pijll	2.1876328303309168e-07	1.1082346265692602e-06
wgten	2.1876328303309168e-07	5.541173132846301e-07
erbe	2.1876328303309168e-07	2.7705865664231505e-06
systeia	4.3752656606618335e-07	2.7705865664231505e-07
30631	2.1876328303309168e-07	5.541173132846301e-07
tyijw	2.1876328303309168e-07	5.541173132846301e-07
344928	4.3752656606618335e-07	2.7705865664231505e-07
rection	2.1876328303309168e-07	5.541173132846301e-07
linklaters	6.56289849099275e-07	2.7705865664231505e-07
qaytgr	2.1876328303309168e-07	5.541173132846301e-07
hcgzuzuwt	2.1876328303309168e-07	5.541173132846301e-07
outages	2.3407671284540807e-05	2.7705865664231505e-07
woodmere	2.1876328303309168e-07	8.311759699269452e-07
diageo	4.3752656606618335e-07	2.7705865664231505e-07
infoweb	2.1876328303309168e-07	2.7705865664231505e-06
puddle	2.1876328303309168e-07	2.4935279097808355e-06
tennesse	4.3752656606618335e-07	2.7705865664231505e-07
pjehle	4.3752656606618335e-07	2.7705865664231505e-07
clasificada	2.1876328303309168e-07	8.311759699269452e-07
ubiquitous	6.56289849099275e-07	2.4935279097808355e-06
thaddeus	6.56289849099275e-07	1.3852932832115753e-06
mockingbird	2.1876328303309168e-07	1.1082346265692602e-06
packages	1.815735249174661e-05	7.064995744379034e-05
cubed	2.1876328303309168e-07	5.541173132846301e-07
enteckt	2.1876328303309168e-07	8.311759699269452e-07
occassioned	2.1876328303309168e-07	1.1082346265692602e-06
sameba	2.1876328303309168e-07	5.541173132846301e-07
melhor	2.1876328303309168e-07	6.095290446130931e-06
bewen	2.1876328303309168e-07	5.541173132846301e-07
agreement	0.00047034105852114706	0.00018535224129370877
prevailing	6.7816617740258415e-06	1.9394105964962054e-06
fireplace	4.3752656606618335e-07	1.1082346265692602e-06
cient	2.1876328303309168e-07	8.311759699269452e-07
galvanicdubitable	2.1876328303309168e-07	8.311759699269452e-07
rigeht	2.1876328303309168e-07	5.541173132846301e-07
rosenblat	4.3752656606618335e-07	2.7705865664231505e-07
williamson	8.750531321323666e-06	3.0476452230654656e-06
toxinfosterite	2.1876328303309168e-07	5.541173132846301e-07
skidoo	2.1876328303309168e-07	1.6623519398538903e-06
freechina	2.1876328303309168e-07	1.1082346265692602e-06
lesose	2.1876328303309168e-07	8.311759699269452e-07
rostov	2.1876328303309168e-07	5.541173132846301e-07
noyrhrcsltyiyc	2.1876328303309168e-07	5.541173132846301e-07
acs	8.750531321323667e-07	2.4935279097808355e-06
yawl	2.1876328303309168e-07	8.311759699269452e-07
machiavellian	4.3752656606618335e-07	2.7705865664231505e-07
qgangch	2.1876328303309168e-07	8.311759699269452e-07
prentice	2.4063961133640083e-06	2.2164692531385204e-06
lph	2.1876328303309168e-07	5.541173132846301e-07
etringer	6.7816617740258415e-06	2.7705865664231505e-07
soaruirs	2.1876328303309168e-07	5.541173132846301e-07
fmtinv	4.3752656606618335e-07	2.7705865664231505e-07
array	3.93773909459565e-06	1.4961167458685014e-05
eps	8.531768038290574e-06	4.432938506277041e-06
giorgo	2.1876328303309168e-07	8.311759699269452e-07
bijsgd	2.1876328303309168e-07	5.541173132846301e-07
inherits	2.1876328303309168e-07	5.541173132846301e-07
anw	2.1876328303309168e-07	1.3852932832115753e-06
invitacion	6.56289849099275e-07	1.3852932832115753e-06
5958	1.0938164151654583e-06	2.7705865664231505e-07
mold	4.3752656606618335e-07	2.7705865664231505e-06
ygcy	6.56289849099275e-07	2.7705865664231505e-07
nebulaecircumflex	2.1876328303309168e-07	5.541173132846301e-07
terramycin	2.1876328303309168e-07	2.2164692531385204e-06
lustrious	2.1876328303309168e-07	5.541173132846301e-07
orgazzz	2.1876328303309168e-07	8.311759699269452e-07
coachhouse	2.1876328303309168e-07	8.311759699269452e-07
seshadhri	4.3752656606618335e-07	2.7705865664231505e-07
newgate	2.1876328303309168e-07	8.311759699269452e-07
allgoodsexguide	2.1876328303309168e-07	5.541173132846301e-07
barcap	4.3752656606618335e-07	2.7705865664231505e-07
sunset	1.5313429812316417e-06	5.541173132846301e-06
pierwszy	1.0938164151654583e-06	2.7705865664231505e-07
sinisterarcing	2.1876328303309168e-07	5.541173132846301e-07
kbrte	2.1876328303309168e-07	8.311759699269452e-07
refrigerios	2.1876328303309168e-07	1.6623519398538903e-06
george	0.00018179228820049917	2.632057238101993e-05
interprovincial	2.1876328303309168e-07	2.2164692531385204e-06
revia	2.1876328303309168e-07	1.1082346265692602e-06
wtc	4.594028943694925e-06	8.311759699269452e-07
rachelrdixon	2.1876328303309168e-07	5.541173132846301e-07
anhnp	2.1876328303309168e-07	5.541173132846301e-07
9666	4.3752656606618335e-07	5.541173132846301e-07
traveled	6.56289849099275e-07	1.9394105964962054e-06
greatcarrates	2.1876328303309168e-07	1.3852932832115753e-06
naren	2.1876328303309168e-07	1.1082346265692602e-06
liovlnqs	2.1876328303309168e-07	5.541173132846301e-07
tranferred	4.3752656606618335e-07	2.7705865664231505e-07
rcwyez	2.1876328303309168e-07	5.541173132846301e-07
unitedway	3.500212528529467e-06	2.7705865664231505e-07
segel	4.3752656606618335e-07	2.7705865664231505e-07
11561	2.1876328303309168e-07	5.541173132846301e-07
wlohe	2.1876328303309168e-07	5.541173132846301e-07
coproduct	2.1876328303309168e-07	1.9394105964962054e-06
ffhmp	2.1876328303309168e-07	5.541173132846301e-07
skbweph	2.1876328303309168e-07	5.541173132846301e-07
gatekeep	2.1876328303309168e-07	8.311759699269452e-06
vion	2.1876328303309168e-07	5.541173132846301e-07
auditor	1.596971966141569e-05	2.9368217604085396e-05
sidney	1.0938164151654583e-06	5.541173132846301e-07
mudhoney	4.3752656606618335e-07	2.7705865664231505e-07
parsifal	2.1876328303309168e-07	1.3852932832115753e-06
debutante	2.1876328303309168e-07	3.0476452230654656e-06
ireq	4.3752656606618335e-07	2.7705865664231505e-07
gastransco	4.3752656606618335e-07	2.7705865664231505e-07
eetn	2.1876328303309168e-07	8.311759699269452e-07
2446	2.1876328303309168e-07	5.541173132846301e-07
immeditately	2.1876328303309168e-07	5.541173132846301e-07
businessopps	2.1876328303309168e-07	1.1082346265692602e-06
overcharge	6.56289849099275e-07	2.7705865664231505e-07
galiots	2.1876328303309168e-07	1.6623519398538903e-06
rivera	5.906608641893475e-06	1.9394105964962054e-06
kmurgkhl	2.1876328303309168e-07	5.541173132846301e-07
damned	8.750531321323667e-07	1.1082346265692602e-06
balldress	2.1876328303309168e-07	5.541173132846301e-07
upperclassman	2.1876328303309168e-07	1.1082346265692602e-06
1285	6.56289849099275e-07	1.6623519398538903e-06
mbo	4.3752656606618335e-07	5.541173132846301e-07
celandine	2.1876328303309168e-07	3.0476452230654656e-06
brainstems	2.1876328303309168e-07	5.541173132846301e-07
grandslam	4.3752656606618335e-07	2.7705865664231505e-07
erectileorgans	2.1876328303309168e-07	8.311759699269452e-07
resent	4.156502377628742e-06	3.878821192992411e-06
misi	2.1876328303309168e-07	5.541173132846301e-07
shostaqueth	2.1876328303309168e-07	5.541173132846301e-07
adapt	2.4063961133640083e-06	4.987055819561671e-06
tehn	2.1876328303309168e-07	5.541173132846301e-07
vvqu	2.1876328303309168e-07	5.541173132846301e-07
wytal	2.1876328303309168e-07	5.541173132846301e-07
catalytica	8.750531321323666e-06	2.7705865664231505e-07
cheep	2.1876328303309168e-07	1.6623519398538903e-06
flnancing	2.1876328303309168e-07	8.311759699269452e-07
newgroups	2.1876328303309168e-07	8.311759699269452e-07
uoxvz	2.1876328303309168e-07	8.311759699269452e-07
prescr	2.1876328303309168e-07	2.7705865664231505e-06
riscos	2.1876328303309168e-07	8.311759699269452e-07
barbecued	2.1876328303309168e-07	8.311759699269452e-07
adriantrevor	2.1876328303309168e-07	5.541173132846301e-07
futuramail	2.1876328303309168e-07	5.541173132846301e-07
myrx	2.1876328303309168e-07	2.2164692531385204e-06
vermeer	2.1876328303309168e-07	5.541173132846301e-07
slychac	1.0938164151654583e-06	2.7705865664231505e-07
lemi	2.1876328303309168e-07	1.3852932832115753e-06
knfbdcv	2.1876328303309168e-07	5.541173132846301e-07
217	1.7501062642647334e-06	1.2190580892261862e-05
schaffart	4.3752656606618335e-07	2.7705865664231505e-07
